id,military_phrase,civilian_phrase,branch,category,context_notes,created_at
eece15d1-fd83-4cf6-bc09-5fa551c66a8e,managed a supply account,managed inventory account / procurement account,general,logistics,,2026-02-18 01:13:54.18454+00
eeeda5f7-bc6b-483c-b817-f018add6904a,medical board,medical fitness for duty review board,general,Medical,,2026-02-18 14:03:12.64537+00
ef350be0-cb96-426f-b1a4-8d192f174bef,NMC,non-mission capable or out of service,general,Equipment,,2026-02-18 14:03:12.64537+00
ef76396e-0509-48b7-92be-1e5a9046fade,ASI qualified,earned additional skill identifier certification,army,training,,2026-02-15 17:48:35.249974+00
efbdba43-4ad4-4318-9742-836b0361b457,Class V supplies,ammunition and explosives,general,Equipment,,2026-02-18 14:03:12.64537+00
f03be630-56c3-44d7-bdb4-238f64a58cff,network operations,network administration / IT infrastructure management,general,cyber,,2026-02-18 01:13:54.18454+00
f05d28a0-bfd0-4f50-8fa0-4e584c5ea7d4,mobilized for,activated/deployed for,general,operations,,2026-02-15 17:48:35.249974+00
f07ac4de-c583-4e40-b5ae-8ce530ca2102,OSHA compliance,workplace safety regulatory compliance,general,Safety,,2026-02-18 14:03:12.64537+00
f0c4ee86-173d-4fd0-8a40-6206f5ada856,allowance list,authorized inventory of required items,general,Equipment,,2026-02-18 14:03:12.64537+00
f12bc77c-885e-4934-92f0-6a2d9b991b84,mentored junior leaders,mentored emerging leaders / coached new supervisors,general,leadership,,2026-02-18 01:13:54.18454+00
f14ee035-796f-4283-925f-3ec33dcd72e3,selected as Sailor of the Year,selected as employee of the year,navy,performance,,2026-02-15 17:48:35.249974+00
f1856bb3-4038-4208-9a5c-0bc4b6ffc41a,flawless execution,error-free implementation,general,Performance,,2026-02-18 14:03:12.64537+00
f1c1a17c-2001-4819-9036-c2f892d8eba9,maintenance availability,scheduled maintenance downtime window,general,Equipment,,2026-02-18 14:03:12.64537+00
f1d4d6b5-c49c-4ae3-a7e4-0c7d8fd85d13,liberty port,scheduled port visit,navy,Operations,,2026-02-18 14:03:12.64537+00
f1ebf9da-9a9c-4647-8015-fae8d6956c7c,point paper,executive summary or issue brief,general,Communication,,2026-02-18 14:03:12.64537+00
f2060130-5a18-4c0a-9bf4-b53205629d89,stood OOD watches,served as senior operations shift supervisor responsible for all organizational activities,navy,operations,,2026-02-15 17:47:32.616746+00
f222db5a-be5e-42f1-a35b-23da935048f4,completed SNCOA,completed senior leadership development course,usaf,training,,2026-02-15 17:48:35.249974+00
f24565bc-f614-4119-ab4a-a4cbfac170d3,stood watch as OOD,served as senior on-duty manager,navy,Leadership,,2026-02-18 14:03:12.64537+00
f275bd37-0943-4d45-a5d4-5df99729ae7d,signal support,IT support / communications infrastructure support,general,comms,,2026-02-18 01:13:54.18454+00
f2aea442-96b9-4cfd-91e2-4c0c2dcc2a68,gain and loss report,personnel arrivals and departures report,general,Admin,,2026-02-18 14:03:12.64537+00
f363b518-4ca3-4a3e-952d-9cd445e1ceb8,scored 600 on ACFT,achieved maximum score on physical fitness assessment,army,performance,,2026-02-15 17:48:35.249974+00
f382b95a-edc7-4d14-83af-98896505baaf,master training specialist,expert instructional designer,navy,Training,,2026-02-18 14:03:12.64537+00
f40bb3fc-0613-4794-96cc-203c9b13eaed,completed SABC training,completed self-aid/buddy care first responder training,usaf,training,,2026-02-15 17:48:35.249974+00
f41e8f8a-5a7a-4019-995d-88fe1d536311,PT DLCPO,Part-Time Division Senior Supervisor,navy,leadership,,2026-02-17 04:35:18.795826+00
f46c59f7-3cdc-4fd2-bc13-2c032999f975,handled classified material,managed sensitive/classified information,general,security,,2026-02-15 17:47:32.616746+00
f478b320-cafb-4fdc-b227-f4f7bdb2b544,open-source intelligence,open-source data analysis / public information research,general,intel,,2026-02-18 01:13:54.18454+00
f4d1b897-436d-4697-9ccb-0f4220c684cc,served as battle NCO,served as operations center shift supervisor,army,operations,,2026-02-15 17:48:35.249974+00
f4f2ef89-6c5e-4eb7-a00f-69c46f0b5410,deadline,non-operational due to required maintenance,army,Equipment,,2026-02-18 14:03:12.64537+00
f51665a0-7027-44e0-bea5-cb43077ae7b5,served as fire team leader,led 4-person tactical team,usmc,leadership,,2026-02-15 17:48:35.249974+00
f51a8f8a-3ebf-4ea9-80e8-c3d963b92472,earned 5-level,achieved journeyman-level technical certification,usaf,training,,2026-02-15 17:48:35.249974+00
f542bc18-e1cf-4896-918f-b7fe55e41117,managed USR report,managed unit status/readiness report,army,compliance,,2026-02-15 17:48:35.249974+00
f545d8f6-3a69-4959-a939-1f937794667f,plan of the day,daily schedule and announcements,navy,Communication,,2026-02-18 14:03:12.64537+00
f5818868-1f97-4dce-80dc-0ca731aa70ce,air traffic control,air traffic management / airspace coordination,general,aviation,,2026-02-18 01:13:54.18454+00
f59169b0-e1d7-4d4f-87aa-5eee599d513f,unit citation,organizational achievement award,general,Performance,,2026-02-18 14:03:12.64537+00
f61fe2e1-cf2a-4b77-b512-7816dd52a4b4,stood the watch,maintained continuous operations,navy,Performance,,2026-02-18 14:03:12.64537+00
f65b8b76-efc1-47a5-8ba4-5e9f192b1774,hit the ground running,achieved immediate productivity,general,Leadership,,2026-02-18 14:03:12.64537+00
f66a0d82-c443-452d-a65b-813b1632095a,shift operations,rotating shift coverage / multi-shift operations,general,operations,,2026-02-18 01:13:54.18454+00
f6d91f97-980b-4be8-9688-269b4c3edfea,completed all prerequisite training,completed all required certifications,general,training,,2026-02-18 01:13:54.18454+00
f7150479-7ef0-4bc4-a630-d6f28d4c3327,stacked the deck,assembled the strongest team and resources,general,Performance,,2026-02-18 14:03:12.64537+00
f744f9df-c11b-4642-bc22-abf0a26ebe74,managed divisional 3M program,managed section-level preventive maintenance program,navy,technical,,2026-02-15 17:48:35.249974+00
f7d5ea88-5dc3-4432-b937-248eee0628cf,hot wash,immediate after-action debrief,general,Communication,,2026-02-18 14:03:12.64537+00
f7de313b-60a8-4101-88fa-1ae1fb5f23e5,BCA,body composition assessment,navy,Medical,,2026-02-18 14:03:12.64537+00
f7ef0e9a-ae7c-4c6c-9bca-95ecac36ce1a,defensive cyber operations,cybersecurity defense / network security operations,general,cyber,,2026-02-18 01:13:54.18454+00
f88f7ba4-7396-4f87-8153-017d07d5c3b3,light off,system startup/initialization,navy,technical,,2026-02-15 17:47:32.616746+00
f8bf5ad7-c7f2-478e-b96e-540f94796fa8,individual training plan,personal development plan / individual learning plan,general,training,,2026-02-18 01:13:54.18454+00
f8d5ab12-f0a4-499b-bad2-150d32ca56b1,combined operations,multinational/coalition operations,general,operations,,2026-02-15 17:48:35.249974+00
f8e543b8-2bad-4f0c-a457-5bbbe63ff057,served aboard amphib,served aboard amphibious operations vessel,usmc,operations,,2026-02-15 17:48:35.249974+00
f8e64ce2-e662-48d1-99f7-6970c769b35a,firewall five,received the maximum performance evaluation score,navy,Performance,,2026-02-18 14:03:12.64537+00
f9120e4f-e88d-4fc1-8bf8-f927db69edcf,served as 3M coordinator,served as preventive maintenance program manager,navy,technical,,2026-02-15 17:48:35.249974+00
f912a518-5856-4b0a-8f1c-1ebbe6ebe8fc,served as readiness NCO,served as organizational readiness coordinator,army,operations,,2026-02-15 17:48:35.249974+00
f9399044-7fd3-4a2d-8979-0e203ed11bee,PEB,physical evaluation board review,general,Medical,,2026-02-18 14:03:12.64537+00
f9ee85de-96a7-4502-a163-63b63d304450,earned Air Assault qualification,completed helicopter assault operations certification,army,training,,2026-02-15 17:48:35.249974+00
f9f83a0b-62df-4a2c-9013-864715179ea8,served as ESO,served as educational services officer / training coordinator,navy,training,,2026-02-15 17:48:35.249974+00
fa597b0c-8ce5-4d2d-88d2-c86105149551,field operations,remote site operations,army,Operations,,2026-02-18 14:03:12.64537+00
fa7da8fc-e4e7-40ce-9224-65ddd14ca4ed,distribution management,distribution logistics / shipping and receiving management,general,logistics,,2026-02-18 01:13:54.18454+00
fae0901c-9033-44bb-b6f8-60e66b3c569c,safety council,safety review board,general,Safety,,2026-02-18 14:03:12.64537+00
fae3c249-a083-4d6f-a450-df13962e6778,earned the respect of,built credibility with,general,Leadership,,2026-02-18 14:03:12.64537+00
fb33833f-314c-425f-abd6-c7fd04492108,served as DCTT team leader,served as safety training team lead,navy,training,,2026-02-15 17:48:35.249974+00
fc3a2aa8-9fda-460c-806d-9da21eb8a715,logistics readiness,supply chain preparedness / operational logistics readiness,general,logistics,,2026-02-18 01:13:54.18454+00
fc73a721-0a52-4a9f-909a-0982fcbf9059,fleet logistics,enterprise-wide supply operations,navy,logistics,,2026-02-15 17:47:32.616746+00
fcb648b5-abca-4a11-9fdd-6772458f9e5a,system hardening,security hardening / system configuration management,general,cyber,,2026-02-18 01:13:54.18454+00
fd2161dc-0411-4f6a-84d3-73425dcfad89,safety stand-down,organization-wide safety training day,general,Safety,,2026-02-18 14:03:12.64537+00
fe2c8767-a01f-45ed-91b1-41084b0d0b3e,clean sweep,passed all inspection areas,general,Performance,,2026-02-18 14:03:12.64537+00
fe4d1e28-ee83-4303-8e0b-a266f2f0cf2e,kept the lights on,ensured operational continuity,general,Performance,,2026-02-18 14:03:12.64537+00
fe74b71e-edbd-443e-94b3-e666811dafbd,COOP plan,continuity of operations plan,general,Operations,,2026-02-18 14:03:12.64537+00
fe7ce494-922d-4ab1-8d05-7a752d180695,put the mission first,prioritized organizational objectives,general,Leadership,,2026-02-18 14:03:12.64537+00
fea573d0-6843-42c0-96aa-c0a0b16c61f9,exceeded standards,surpassed performance benchmarks,general,performance,,2026-02-15 17:47:32.616746+00
fea60d80-e62f-47cc-aff4-7a6816315525,under budget,completed below the allocated budget,general,Performance,,2026-02-18 14:03:12.64537+00
feadfc3e-2ac1-4400-a010-ab7fe150c0ad,managed OPTAR,managed annual operating budget,navy,logistics,,2026-02-15 17:47:32.616746+00
feaeaf71-d6e0-4a42-8421-13108990a4f5,first to volunteer,proactively seeks challenging assignments,general,Leadership,,2026-02-18 14:03:12.64537+00
fed47ebf-5034-4b10-842d-5ee9fd68cb72,medical logistics,healthcare supply chain / medical equipment management,general,medical,,2026-02-18 01:13:54.18454+00
fef502ee-c434-4e77-8508-d110a7b757f2,mission planning cycle,project planning process / operational planning cycle,general,operations,,2026-02-18 01:13:54.18454+00
ffede751-1188-4c6f-a43e-c77379241c9e,mission accomplished,objective achieved,general,Performance,,2026-02-18 14:03:12.64537+00
